tr_build_id,gh_project_name,tr_log_status,status_code,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_bool_tests_failed,tr_log_testduration,tr_log_setup_time,tr_log_buildduration,build_success_per_minute,missing_setup_time,missing_frameworks,missing_tests_failed,missing_tests_ok,missing_test_duration,tr_log_testduration_outlier,tr_log_num_tests_run_outlier,tr_log_buildduration_outlier
6751848,AlchemyCMS@alchemy_cms,unknown,-3,692.0,0.0,692.0,False,15.1,0.0,0.0,692.0,1,0,0,0,0,0,0,0
6751848,AlchemyCMS@alchemy_cms,unknown,-3,692.0,0.0,692.0,False,1.37,0.0,0.0,692.0,1,0,0,0,0,0,0,0
6751848,AlchemyCMS@alchemy_cms,unknown,-3,692.0,0.0,692.0,False,46.83,0.0,0.0,692.0,1,0,0,0,0,0,0,0
6751848,AlchemyCMS@alchemy_cms,unknown,-3,692.0,0.0,692.0,False,9.24,0.0,0.0,692.0,1,0,0,0,0,0,0,0
6761369,AlchemyCMS@alchemy_cms,unknown,-3,692.0,0.0,692.0,False,4.63,0.0,0.0,692.0,1,0,0,0,0,0,0,0
6761369,AlchemyCMS@alchemy_cms,unknown,-3,691.0,1.0,692.0,True,55.51,0.0,0.0,691.0,1,0,0,0,0,0,0,0
6761369,AlchemyCMS@alchemy_cms,unknown,-3,692.0,0.0,692.0,False,43.75,0.0,0.0,692.0,1,0,0,0,0,0,0,0
6761369,AlchemyCMS@alchemy_cms,unknown,-3,692.0,0.0,692.0,False,48.73,0.0,0.0,692.0,1,0,0,0,0,0,0,0
6817864,AlchemyCMS@alchemy_cms,unknown,-3,692.0,0.0,692.0,False,9.07,0.0,0.0,692.0,1,0,0,0,0,0,0,0
6817864,AlchemyCMS@alchemy_cms,unknown,-3,692.0,0.0,692.0,False,10.58,0.0,0.0,692.0,1,0,0,0,0,0,0,0
6817864,AlchemyCMS@alchemy_cms,unknown,-3,692.0,0.0,692.0,False,45.31,0.0,0.0,692.0,1,0,0,0,0,0,0,0
6817864,AlchemyCMS@alchemy_cms,unknown,-3,692.0,0.0,692.0,False,52.55,0.0,0.0,692.0,1,0,0,0,0,0,0,0
6826283,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6826283,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6826283,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6826283,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6847449,AlchemyCMS@alchemy_cms,unknown,-3,566.0,126.0,692.0,True,20.53,0.0,0.0,566.0,1,0,0,0,0,0,0,0
6847449,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6847449,AlchemyCMS@alchemy_cms,unknown,-3,687.0,5.0,692.0,True,42.6,0.0,0.0,687.0,1,0,0,0,0,0,0,0
6847449,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6856329,AlchemyCMS@alchemy_cms,unknown,-3,266.0,18.0,284.0,True,55.09,0.0,0.0,266.0,1,0,0,0,0,0,0,0
6856329,AlchemyCMS@alchemy_cms,unknown,-3,266.0,18.0,284.0,True,9.35,0.0,0.0,266.0,1,0,0,0,0,0,0,0
6856329,AlchemyCMS@alchemy_cms,unknown,-3,266.0,18.0,284.0,True,59.33,0.0,0.0,266.0,1,0,0,0,0,0,0,0
6864581,AlchemyCMS@alchemy_cms,unknown,-3,566.0,126.0,692.0,True,39.05,0.0,0.0,566.0,1,0,0,0,0,0,0,0
6864581,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6864581,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6864581,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6864593,AlchemyCMS@alchemy_cms,unknown,-3,586.0,106.0,692.0,True,42.43,0.0,0.0,586.0,1,0,0,0,0,0,0,0
6864593,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6864593,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6864593,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0
6868003,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6868003,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6868003,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6868003,AlchemyCMS@alchemy_cms,unknown,-3,113.0,579.0,692.0,True,45.6,0.0,0.0,113.0,1,0,0,0,0,0,0,0
6868011,AlchemyCMS@alchemy_cms,unknown,-3,567.0,125.0,692.0,True,35.66,0.0,0.0,567.0,1,0,0,0,0,0,0,0
6868011,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6868011,AlchemyCMS@alchemy_cms,unknown,-3,686.0,6.0,692.0,True,48.12,0.0,0.0,686.0,1,0,0,0,0,0,0,0
6868011,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
310629,AlchemyCMS@alchemy_cms,unknown,-3,142.0,0.0,142.0,False,64.45,0.0,0.0,142.0,1,0,0,0,0,0,0,0
310629,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6923878,AlchemyCMS@alchemy_cms,unknown,-3,587.0,105.0,692.0,True,4.71,0.0,0.0,587.0,1,0,0,0,0,0,0,0
6923878,AlchemyCMS@alchemy_cms,unknown,-3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
6923878,AlchemyCMS@alchemy_cms,unknown,-3,672.0,20.0,692.0,True,23.67,0.0,0.0,672.0,1,0,0,0,0,0,0,0
